publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
The Astronomy and Astrophysics Review	0935-4956	1432-0754	01.03.1989	1	1	10.11.2012	20	1	http://link.springer.com/journal/159		159		fulltext		Springer Berlin Heidelberg	Serial							
The Australian Educational Researcher	0311-6999	2210-5328	01.03.1985	12	1	01.11.2012	39	4	http://link.springer.com/journal/13384		13384		fulltext		Springer Netherlands	Serial							
The Botanical Review	0006-8101	1874-9372	01.01.1935	1	1	01.12.2012	78	4	http://link.springer.com/journal/12229		12229		fulltext		Springer US	Serial							
The Cerebellum	1473-4222	1473-4230	01.03.2005	4	1	01.12.2012	11	4	http://link.springer.com/journal/12311		12311		fulltext		Springer US	Serial							
The Chemist’s Section of the Cotton Oil Press	0095-9774		01.01.1920	4	1	31.12.1924	8	1	http://link.springer.com/journal/12279		12279		fulltext		Springer-Verlag	Serial							
The Dublin Journal of Medical and Chemical Science	0332-1029	1863-4362	1832-01-01	1	1	1835-12-31	8	3	http://link.springer.com/journal/12629		12629		fulltext		Springer-Verlag	Serial							
The European Journal of Health Economics	1618-7598	1618-7601	01.03.2005	6	1	01.12.2012	13	6	http://link.springer.com/journal/10198		10198		fulltext		Springer Berlin Heidelberg	Serial							
The European Physical Journal A	1434-6001	1434-601X	01.01.2005	23	1	20.12.2012	48	12	http://link.springer.com/journal/10050		10050		fulltext		Springer Berlin Heidelberg	Serial							
The European Physical Journal B	1434-6028	1434-6036	01.01.2005	43	1	26.12.2012	86	1	http://link.springer.com/journal/10051		10051		fulltext		Springer Berlin Heidelberg	Serial							
The European Physical Journal D	1434-6060	1434-6079	01.01.2005	32	1	27.12.2012	66	12	http://link.springer.com/journal/10053		10053		fulltext		Springer Berlin Heidelberg	Serial							
The European Physical Journal E	1292-8941	1292-895X	01.01.2005	16	1	21.12.2012	35	12	http://link.springer.com/journal/10189		10189		fulltext		Springer Berlin Heidelberg	Serial							
The European Physical Journal H	2102-6459	2102-6467	01.07.2010	35	1	01.10.2012	37	5	http://link.springer.com/journal/13129		13129		fulltext		Springer Berlin Heidelberg	Serial							
The European Physical Journal Plus		2190-5444	01.01.2011	126	1	21.12.2012	127	12	http://link.springer.com/journal/13360		13360		fulltext		Springer Berlin Heidelberg	Serial							
The European Physical Journal Special Topics	1951-6355	1951-6401	01.01.2007	140	1	01.11.2012	213	1	http://link.springer.com/journal/11734		11734		fulltext		Springer Berlin Heidelberg	Serial							
The Indian Journal of Pediatrics	0019-5456	0973-7693	01.01.1936	3	1	01.12.2012	79	12	http://link.springer.com/journal/12098		12098		fulltext		Springer India	Serial							
The International Journal of Advanced Manufacturing Technology	0268-3768	1433-3015	01.09.1985	1	1	01.12.2012	63	9	http://link.springer.com/journal/170		170		fulltext		Springer London	Serial							
The International Journal of Cardiovascular Imaging	1569-5794	1573-0743	01.03.1985	1	1	01.12.2012	28	8	http://link.springer.com/journal/10554		10554		fulltext		Springer Netherlands	Serial							
The International Journal of Life Cycle Assessment	0948-3349	1614-7502	01.03.1996	1	1	01.11.2012	17	9	http://link.springer.com/journal/11367		11367		fulltext		Springer Berlin Heidelberg	Serial							
The Journal of Behavioral Health Services & Research	1094-3412	1556-3308	01.06.1972	1	2	01.10.2012	39	4	http://link.springer.com/journal/11414		11414		fulltext		Springer US	Serial							
The Journal of Comparative Germanic Linguistics	1383-4924	1572-8552	01.01.2005	8	3	01.10.2012	15	3	http://link.springer.com/journal/10828		10828		fulltext		Springer Netherlands	Serial							
The Journal of Economic Inequality	1569-1721	1573-8701	01.01.2005	2	2	01.12.2012	10	4	http://link.springer.com/journal/10888		10888		fulltext		Springer US	Serial							
The Journal of Ethics	1382-4554	1572-8609	01.01.2005	8	4	01.12.2012	16	4	http://link.springer.com/journal/10892		10892		fulltext		Springer Netherlands	Serial							
The Journal of Geometric Analysis	1050-6926	1559-002X	01.03.1991	1	1	01.10.2012	22	4	http://link.springer.com/journal/12220		12220		fulltext		Springer US	Serial							
The Journal of Membrane Biology	0022-2631	1432-1424	01.12.1969	1	1	01.12.2012	245	12	http://link.springer.com/journal/232		232		fulltext		Springer US	Serial							
The Journal of Physiological Sciences	1880-6546	1880-6562	06.12.2008	59	1	01.11.2012	62	6	http://link.springer.com/journal/12576		12576		fulltext		Springer Japan	Serial							
The Journal of Primary Prevention	0278-095X	1573-6547	01.09.1980	1	1	01.12.2012	33	5	http://link.springer.com/journal/10935		10935		fulltext		Springer US	Serial							
The Journal of Real Estate Finance and Economics	0895-5638	1573-045X	01.01.1988	1	3	01.11.2012	45	4	http://link.springer.com/journal/11146		11146		fulltext		Springer US	Serial							
The Journal of Supercomputing	0920-8542	1573-0484	01.03.1987	1	1	01.12.2012	62	3	http://link.springer.com/journal/11227		11227		fulltext		Springer US	Serial							
The Journal of Technology Transfer	0892-9912	1573-7047	01.09.1977	1	2	01.12.2012	37	6	http://link.springer.com/journal/10961		10961		fulltext		Springer US	Serial							
The Journal of Value Inquiry	0022-5363	1573-0492	01.03.1967	1	1	01.12.2012	46	4	http://link.springer.com/journal/10790		10790		fulltext		Springer Netherlands	Serial							
The Journal of the Astronautical Sciences	0021-9142	2195-0571	01.03.2006	54	1	01.12.2012	59	4	http://link.springer.com/journal/40295		40295		fulltext		Springer US	Serial							
The Mathematical Intelligencer	0343-6993	1866-7414	01.08.1977	1	2	01.12.2012	34	4	http://link.springer.com/journal/283		283		fulltext		Springer US	Serial							
The Nucleus	0029-568X	0976-7975	01.08.2010	53	1	01.12.2012	55	3	http://link.springer.com/journal/13237		13237		fulltext		Springer India	Serial							
The Protein Journal	1572-3887	1573-4943	01.05.1982	1	1	01.12.2012	31	8	http://link.springer.com/journal/10930		10930		fulltext		Springer US	Serial							
The Ramanujan Journal	1382-4090	1572-9303	01.01.2005	8	4	01.12.2012	29	1	http://link.springer.com/journal/11139		11139		fulltext		Springer US	Serial							
The Review of Austrian Economics	0889-3047	1573-7128	01.12.1987	1	1	01.12.2012	25	4	http://link.springer.com/journal/11138		11138		fulltext		Springer US	Serial							
The Review of Black Political Economy	0034-6446	1936-4814	01.03.1970	1	1	01.12.2004	32	2	http://link.springer.com/journal/12114		12114		fulltext		Springer US	Serial							
The Review of International Organizations	1559-7431	1559-744X	01.03.2006	1	1	01.12.2012	7	4	http://link.springer.com/journal/11558		11558		fulltext		Springer US	Serial							
The Science of Nature	0028-1042	1432-1904	01.01.1913	1	1	01.12.2012	99	12	http://link.springer.com/journal/114		114		fulltext		Springer Berlin Heidelberg	Serial							
The Urban Review	0042-0972	1573-1960	01.02.1967	2	1	01.12.2012	44	5	http://link.springer.com/journal/11256		11256		fulltext		Springer Netherlands	Serial							
The VLDB Journal	1066-8888	0949-877X	01.07.1992	1	1	01.12.2012	21	6	http://link.springer.com/journal/778		778		fulltext		Springer Berlin Heidelberg	Serial							
The Visual Computer	0178-2789	1432-2315	01.07.1985	1	1	01.12.2012	28	12	http://link.springer.com/journal/371		371		fulltext		Springer Berlin Heidelberg	Serial							
The journal of nutrition, health & aging	1279-7707	1760-4788	01.01.2008	12	1	01.12.2012	16	10	http://link.springer.com/journal/12603		12603		fulltext		Springer Paris	Serial							
Theoretical Chemistry Accounts	1432-881X	1432-2234	01.02.1962	1	1	30.12.2012	132	2	http://link.springer.com/journal/214		214		fulltext		Springer Berlin Heidelberg	Serial							
Theoretical Ecology	1874-1738	1874-1746	12.10.2007	1	2	01.11.2012	5	4	http://link.springer.com/journal/12080		12080		fulltext		Springer Netherlands	Serial							
Theoretical Foundations of Chemical Engineering	0040-5795	1608-3431	01.01.2005	39	1	01.11.2012	46	6	http://link.springer.com/journal/11236		11236		fulltext		Pleiades Publishing	Serial							
Theoretical Medicine and Bioethics	1386-7415	1573-1200	01.02.1980	1	1	01.12.2012	33	6	http://link.springer.com/journal/11017		11017		fulltext		Springer Netherlands	Serial							
Theoretical and Applied Climatology	0177-798X	1434-4483	01.09.1948	1	1	01.12.2012	110	4	http://link.springer.com/journal/704		704		fulltext		Springer Vienna	Serial							
Theoretical and Applied Genetics	0040-5752	1432-2242	01.04.1929	1	1	01.12.2012	125	8	http://link.springer.com/journal/122		122		fulltext		Springer Berlin Heidelberg	Serial							
Theoretical and Computational Fluid Dynamics	0935-4964	1432-2250	01.01.1989	1	1	01.12.2012	26	6	http://link.springer.com/journal/162		162		fulltext		Springer Berlin Heidelberg	Serial							
Theoretical and Experimental Chemistry	0040-5760	1573-935X	01.01.1965	1	1	01.11.2012	48	5	http://link.springer.com/journal/11237		11237		fulltext		Springer US	Serial							
Theoretical and Mathematical Physics	0040-5779	1573-9333	01.10.1969	1	1	01.12.2012	173	3	http://link.springer.com/journal/11232		11232		fulltext		Pleiades Publishing	Serial							
Theory and Decision	0040-5833	1573-7187	01.10.1970	1	1	01.10.2012	73	4	http://link.springer.com/journal/11238		11238		fulltext		Springer US	Serial							
Theory and Society	0304-2421	1573-7853	01.03.1974	1	1	01.11.2012	41	6	http://link.springer.com/journal/11186		11186		fulltext		Springer Netherlands	Serial							
Theory in Biosciences	1431-7613	1611-7530	01.01.2005	123	3	01.12.2012	131	4	http://link.springer.com/journal/12064		12064		fulltext		Springer Berlin Heidelberg	Serial							
Theory of Computing Systems	1432-4350	1433-0490	01.03.1967	1	1	01.11.2012	51	4	http://link.springer.com/journal/224		224		fulltext		Springer US	Serial							
Thermal Engineering	0040-6015	1555-6301	01.01.2006	53	1	01.12.2012	59	12	http://link.springer.com/journal/11509		11509		fulltext		Pleiades Publishing	Serial							
Thermophysics and Aeromechanics	0869-8643	1531-8699	01.01.2006	13	1	01.12.2012	19	4	http://link.springer.com/journal/11510		11510		fulltext		Kutateladze Institute of Thermophysics SB RAS	Serial							
Topics in Catalysis	1022-5528	1572-9028	01.04.1994	1	1	01.12.2012	55	19	http://link.springer.com/journal/11244		11244		fulltext		Springer US	Serial							
Topoi	0167-7411	1572-8749	01.12.1982	1	1	01.10.2012	31	2	http://link.springer.com/journal/11245		11245		fulltext		Springer Netherlands	Serial							
Trabajos de Estadistica	0213-8190		01.01.1986	1	1	31.12.1991	6	2	http://link.springer.com/journal/12535		12535		fulltext		Springer-Verlag	Serial							
Trabajos de Estadistica Y de Investigacion Operativa	0041-0241		01.01.1950	1	1	31.12.1985	36	3	http://link.springer.com/journal/12536		12536		fulltext		Springer-Verlag	Serial							
Trabajos de Investigacion Operativa	0213-8204		01.01.1986	1	1	31.12.1992	7	1	http://link.springer.com/journal/12537		12537		fulltext		Springer-Verlag	Serial							
Transactions of the Indian Institute of Metals	0972-2815	0975-1645	01.02.2008	61	1	01.12.2012	65	6	http://link.springer.com/journal/12666		12666		fulltext		Springer India	Serial							
Transactions of the Royal Academy of Medicine in Ireland	0790-2352		1883-01-01	1	1	31.12.1919	37	1	http://link.springer.com/journal/12680		12680		fulltext		Springer-Verlag	Serial							
Transformation Groups	1083-4362	1531-586X	01.03.1996	1	1	01.12.2012	17	4	http://link.springer.com/journal/31		31		fulltext		Springer US	Serial							
Transgenic Research	0962-8819	1573-9368	01.12.1991	1	1	01.12.2012	21	6	http://link.springer.com/journal/11248		11248		fulltext		Springer International Publishing	Serial							
Transition Metal Chemistry	0340-4285	1572-901X	01.10.1975	1	1	01.11.2012	37	8	http://link.springer.com/journal/11243		11243		fulltext		Springer International Publishing	Serial							
Translational Stroke Research	1868-4483	1868-601X	01.03.2010	1	1	01.12.2012	3	4	http://link.springer.com/journal/12975		12975		fulltext		Springer US	Serial							
Transport in Porous Media	0169-3913	1573-1634	01.03.1986	1	1	01.12.2012	95	3	http://link.springer.com/journal/11242		11242		fulltext		Springer Netherlands	Serial							
Transportation	0049-4488	1572-9435	01.05.1972	1	1	01.11.2012	39	6	http://link.springer.com/journal/11116		11116		fulltext		Springer US	Serial							
Trauma und Berufskrankheit	1436-6274	1436-6282	01.02.2005	7	1	01.12.2012	14	4	http://link.springer.com/journal/10039		10039		fulltext		Springer Medizin	Serial							
Tree Genetics & Genomes	1614-2942	1614-2950	01.05.2005	1	1	01.12.2012	8	6	http://link.springer.com/journal/11295		11295		fulltext		Springer Berlin Heidelberg	Serial							
Trees	0931-1890	1432-2285	01.03.1986	1	1	01.12.2012	26	6	http://link.springer.com/journal/468		468		fulltext		Springer Berlin Heidelberg	Serial							
Trends in Organized Crime	1084-4791	1936-4830	01.09.1995	1	1	01.12.2012	15	4	http://link.springer.com/journal/12117		12117		fulltext		Springer US	Serial							
Tribology Letters	1023-8883	1573-2711	01.06.1995	1	1	01.12.2012	48	3	http://link.springer.com/journal/11249		11249		fulltext		Springer US	Serial							
Tropical Animal Health and Production	0049-4747	1573-7438	01.03.1969	1	1	01.12.2012	45	1	http://link.springer.com/journal/11250		11250		fulltext		Springer Netherlands	Serial							
Tropical Plant Biology	1935-9756	1935-9764	20.12.2007	1	1	01.12.2012	5	4	http://link.springer.com/journal/12042		12042		fulltext		Springer US	Serial							
Ukrainian Mathematical Journal	0041-5995	1573-9376	01.01.1967	19	1	01.12.2012	64	7	http://link.springer.com/journal/11253		11253		fulltext		Springer US	Serial							
Universal Access in the Information Society	1615-5289	1615-5297	01.09.2005	4	1	01.11.2012	11	4	http://link.springer.com/journal/10209		10209		fulltext		Springer Berlin Heidelberg	Serial							
Urban Ecosystems	1083-8155	1573-1642	01.03.2005	8	1	01.12.2012	15	4	http://link.springer.com/journal/11252		11252		fulltext		Springer US	Serial							
Urban Forum	1015-3802	1874-6330	01.03.1990	1	1	01.10.2004	15	4	http://link.springer.com/journal/12132		12132		fulltext		Springer Netherlands	Serial							
Urolithiasis	2194-7228	2194-7236	01.01.1973	1	1	01.12.2012	40	1	http://link.springer.com/journal/240		240		fulltext		Springer Berlin Heidelberg	Serial							
Urologic radiology	0171-1091		01.01.1980	1	1	31.12.1992	14	1	http://link.springer.com/journal/290		290		fulltext		Springer-Verlag	Serial							
User Modeling and User-Adapted Interaction	0924-1868	1573-1391	01.03.1991	1	1	01.10.2012	22	4	http://link.springer.com/journal/11257		11257		fulltext		Springer Netherlands	Serial							
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations	0957-8765	1573-7888	01.05.1990	1	1	01.12.2012	23	4	http://link.springer.com/journal/11266		11266		fulltext		Springer US	Serial							
Vegetation History and Archaeobotany	0939-6314	1617-6278	01.01.1992	1	1	01.11.2012	21	6	http://link.springer.com/journal/334		334		fulltext		Springer Berlin Heidelberg	Serial							
Vestnik St. Petersburg University, Mathematics	1063-4541	1934-7855	01.03.2007	40	1	01.10.2012	45	4	http://link.springer.com/journal/11988		11988		fulltext		Allerton Press	Serial							
Veterinary Research Communications	0165-7380	1573-7446	01.12.1977	1	1	01.12.2012	36	4	http://link.springer.com/journal/11259		11259		fulltext		Springer Netherlands	Serial							
Virchows Archiv	0945-6317	1432-2307	1847-02-01	1	1	01.12.2012	461	6	http://link.springer.com/journal/428		428		fulltext		Springer Berlin Heidelberg	Serial							
Virchows Archiv B	0340-6075		01.01.1968	1	1	31.12.1993	64	1	http://link.springer.com/journal/443		443		fulltext		Springer-Verlag	Serial							
Virtual Reality	1359-4338	1434-9957	01.06.1995	1	1	01.11.2012	16	4	http://link.springer.com/journal/10055		10055		fulltext		Springer London	Serial							
Virus Genes	0920-8569	1572-994X	01.11.1987	1	1	01.12.2012	45	3	http://link.springer.com/journal/11262		11262		fulltext		Springer US	Serial							
Vocations and Learning	1874-785X	1874-7868	01.03.2008	1	1	01.10.2012	5	3	http://link.springer.com/journal/12186		12186		fulltext		Springer Netherlands	Serial							
Water Resources	0097-8078	1608-344X	01.01.2005	32	1	01.12.2012	39	7	http://link.springer.com/journal/11268		11268		fulltext		Pleiades Publishing	Serial							
Water Resources Management	0920-4741	1573-1650	01.03.1987	1	1	01.12.2012	26	15	http://link.springer.com/journal/11269		11269		fulltext		Springer Netherlands	Serial							
